	Game							Objective			Choice			Points				Time To			Objective Pos		Choice Pos	
Choice	Time	Mode	Speed	N cards	Match	Turn Time	Precision	Value	Suit	Color	Value	Suit	Color	Value	Suit	Color	Total	Play	Memorize	Choose	Magnitude	Angle	Magnitude	Angle
0	0.268295	MultiSuits	2.313634	7	1	0.268295	0	0	1	1	0	1	1	1	1	1	37	0	0	1.667662	171.8873	-71.99999	134.2883	-57.86397
1	5.904344	MultiSuits	2.416169	7	1	5.636049	37	0	3	1	0	3	1	1	1	1	37	0.163524	0	1.866406	171.8873	-138.8571	196.4806	-132.3458
2	11.5258	MultiSuits	2.366483	7	1	5.621457	37	5	0	0	5	0	0	1	1	1	38	0.4236159	0	1.144777	171.8874	-131.1429	203.4485	-138.1885
3	16.23636	MultiSuits	2.470192	7	1	4.710558	37	4	1	1	4	1	1	1	1	1	39	0.1115363	0	0.9986135	171.8874	54	200.5755	52.06586
4	20.39936	MultiSuits	2.540318	7	1	4.163002	37	6	0	0	6	0	0	1	1	1	39	0	0	0.8459995	171.8873	-136.2857	135.985	-135.5471
5	25.03234	MultiSuits	2.597654	7	1	4.632982	38	6	1	1	6	1	1	1	1	1	39	0.133133	0	0.9419684	171.8873	120.8571	175.6554	112.8503
6	29.46327	MultiSuits	2.627881	7	1	4.430925	38	9	1	1	9	1	1	1	1	1	38	0	0	1.197739	171.8873	69.42857	162.3901	75.40249
7	35.16429	MultiSuits	2.631202	7	1	5.701019	38	9	1	1	9	1	1	1	1	1	37	0.4296253	0	1.910392	171.8873	169.7143	132.1705	170.0513
8	39.73461	MultiSuits	2.589153	7	1	4.57032	38	9	0	0	9	0	0	1	1	1	38	0	0	1.122778	171.8873	118.2857	168.2563	116.2854
9	44.90884	MultiSuits	2.600204	7	1	5.174229	38	4	0	0	4	0	0	1	1	1	37	0.1171406	0	1.568089	171.8873	-102.8571	158.1739	-112.437
