	Game								Objective			Choice			Points				Time To			Objective Pos		Choice Pos	
Choice	Time	Mode	Speed	N cards	Match	Turn Time	Precision	Choice changed	Value	Suit	Color	Value	Suit	Color	Value	Suit	Color	Total	Play	Memorize	Choose	Magnitude	Angle	Magnitude	Angle
0	3.39846	MultiSuits	2.344091	4	1	3.39846	0	0	2	3	1	2	3	1	1	1	1	38	0.5467041	0	1.09021	189.0761	108	202.309	97.10528
1	8.283087	MultiSuits	2.704895	4	1	4.884627	38	0	0	3	1	0	3	1	1	1	1	38	0.4638709	0	1.0367	189.0761	-180	213.1816	170.1581
2	13.1209	MultiSuits	2.718272	4	1	4.837811	38	0	2	3	1	2	3	1	1	1	1	39	0.463865	0	0.9031658	189.0761	18	168.0218	27.22676
3	18.13486	MultiSuits	2.744987	4	1	5.013957	38	0	1	0	0	1	0	0	1	1	1	38	0.469261	0	1.288462	189.0761	108	168.4597	104.9221
4	23.29675	MultiSuits	2.710183	4	1	5.161894	38	0	2	0	0	2	0	0	1	1	1	38	0.4641595	0	1.099328	189.0761	162	199.3934	144.4739
5	28.80628	MultiSuits	2.708213	4	1	5.509527	38	0	2	2	0	2	2	0	1	1	1	37	0.4634	0	1.752249	189.0761	72	145.9978	64.51878
6	34.74749	MultiSuits	2.652491	4	1	5.941214	38	0	5	0	0	5	0	0	1	1	1	37	0.4867297	0	1.885871	189.0761	17.99999	181.7563	13.86017
7	40.16965	MultiSuits	2.603144	4	1	5.422157	37	0	4	0	0	4	0	0	1	1	1	38	0.4866042	0	1.323064	189.0761	162	194.6972	153.4278
8	45.16087	MultiSuits	2.601309	4	1	4.991222	37	0	2	0	0	2	0	0	1	1	1	39	0.4971299	0	0.8612368	189.0761	144	218.3298	151.7745
9	50.50633	MultiSuits	2.62554	4	1	5.345459	38	0	9	2	0	9	2	0	1	1	1	38	0.482886	0	1.218701	189.0761	1.001791E-05	190.3834	6.238674
10	55.78187	MultiSuits	2.627051	4	1	5.275539	38	0	8	2	0	8	2	0	1	1	1	38	0.480791	0	1.407011	189.0761	-180	174.9571	-172.1915
11	61.1186	MultiSuits	2.619727	4	1	5.336727	38	0	1	1	1	1	1	1	1	1	1	38	0.480307	0	1.25689	189.0761	-108	149.3633	-96.15945
