	Game							Objective			Choice			Points				Time To			Objective Pos		Choice Pos	
Choice	Time	Mode	Speed	N cards	Match	Turn Time	Precision	Value	Suit	Color	Value	Suit	Color	Value	Suit	Color	Total	Play	Memorize	Choose	Magnitude	Angle	Magnitude	Angle
0	1.876724	MultiSuits	2.851022	5	1	1.876724	0	9	3	1	9	3	1	1	1	1	39	0	0	0.6860923	183.3465	-162	171.0722	-164.8975
1	5.649891	MultiSuits	2.906954	5	1	3.773167	39	9	1	1	9	1	1	1	1	1	39	0	0	0.8780341	183.3465	-90	166.6283	-85.10359
2	9.363555	MultiSuits	2.858968	5	1	3.713664	39	7	0	0	7	0	0	1	1	1	39	0	0	0.6870175	183.3465	-126	186.2913	-136.0114
3	13.08634	MultiSuits	2.874809	5	1	3.722784	39	1	3	1	1	3	1	1	1	1	39	0	0	0.7123703	183.3465	162	180.8109	163.4003
4	17.31842	MultiSuits	2.879561	5	1	4.23208	39	8	2	0	8	2	0	1	1	1	38	0	0	1.03076	183.3465	54	121.6913	54.23775
5	21.14114	MultiSuits	2.850573	5	1	3.822723	38	5	2	0	5	2	0	1	1	1	39	0	0	0.777921	183.3465	-126	182.4686	-133.36
6	25.75105	MultiSuits	2.852317	5	1	4.609911	38	8	1	1	8	1	1	1	1	1	38	0	0	1.419928	183.3465	-53.99998	167.002	-65.82789
7	29.42888	MultiSuits	2.807705	5	1	3.677832	38	2	1	1	2	1	1	1	1	1	39	0	0	0.7778785	183.3465	90	224.5466	88.88354
8	33.39846	MultiSuits	2.814375	5	1	3.969572	38	5	0	0	5	0	0	1	1	1	39	0	0	0.9447221	183.3465	-90	141.3833	-98.67875
9	37.12139	MultiSuits	2.810293	5	1	3.722931	38	6	1	1	6	1	1	1	1	1	39	0	0	0.662667	183.3465	162	179.8714	151.7995
10	40.80957	MultiSuits	2.821131	5	1	3.688183	38	7	2	0	7	2	0	1	1	1	39	0	0	0.7432508	183.3465	-162	137.1642	-170.0119
11	44.96286	MultiSuits	2.826334	5	1	4.153286	38	7	0	0	7	0	0	1	1	1	38	0	0	1.326409	183.3465	-18	183.045	-16.40403
12	48.69413	MultiSuits	2.806373	5	1	3.731277	38	7	0	0	7	0	0	1	1	1	39	0	0	0.7666097	183.3465	-162	145.41	-164.3951
13	52.438	MultiSuits	2.811013	5	1	3.74387	38	1	0	0	1	0	0	1	1	1	39	0	0	0.5641396	183.3465	-162	190.9447	-166.0035
14	56.39797	MultiSuits	2.822221	5	1	3.959965	38	9	2	0	9	2	0	1	1	1	39	0	0	0.7983599	183.3465	54	188.8946	54.60699
15	60.15944	MultiSuits	2.824128	5	1	3.761475	38	5	3	1	5	3	1	1	1	1	39	0	0	0.7959322	183.3465	162	162.222	156.8901
