	Game								Objective			Choice			Points				Time To			Objective Pos		Choice Pos	
Choice	Time	Mode	Speed	N cards	Match	Turn Time	Precision	Choice changed	Value	Suit	Color	Value	Suit	Color	Value	Suit	Color	Total	Play	Memorize	Choose	Magnitude	Angle	Magnitude	Angle
0	4.588195	Memory	2.512722	5	1	4.588195	0	0	3	1	1	3	1	1	1	1	1	38	0.5964013	0.5135668	1.170916	189.0761	-90	172.0855	-84.1856
1	11.68915	Memory	2.664542	5	1	7.100957	38	0	0	2	0	0	2	0	1	1	1	37	0.4804346	0.4805411	1.726116	189.0761	18	183.8319	4.074741
2	20.58928	Memory	2.525742	5	1	8.900126	37	0	5	3	1	5	3	1	1	1	1	34	0.4970008	0.4970005	3.25454	189.0761	72	210.0877	75.03878
3	27.93778	Memory	2.224738	5	1	7.348505	36	0	9	2	0	9	2	0	1	1	1	38	0.5635868	0.5657205	1.194202	189.0761	-36	189.5172	-27.54085
4	35.21281	Memory	2.331778	5	1	7.275023	36	0	9	2	0	9	2	0	1	1	1	38	0.5467006	0.5464887	1.152606	189.0761	90	143.4709	92.85662
5	42.20493	Memory	2.400162	5	1	6.992126	37	0	2	0	0	2	0	0	1	1	1	38	0.5328759	0.5303254	1.270502	189.0761	-108	145.6755	-105.0865
6	49.17955	Memory	2.435926	5	1	6.974621	37	0	1	3	1	1	3	1	1	1	1	38	0.5144182	0.5166111	1.35381	189.0761	-162	184.4568	-171.6182
7	57.39868	Memory	2.455522	5	1	8.219124	37	0	5	3	1	5	3	1	1	1	1	35	0.5231108	0.5139197	2.816498	189.0761	144	221.7492	146.8886
8	64.90525	Memory	2.378801	5	1	7.506573	37	0	0	2	0	0	2	0	1	1	1	37	0.5301331	0.5319825	1.50955	189.0761	-36	179.4373	-33.78288
