	Game							Objective			Choice			Points				Time To			Objective Pos		Choice Pos	
Choice	Time	Mode	Speed	N cards	Match	Turn Time	Precision	Value	Suit	Color	Value	Suit	Color	Value	Suit	Color	Total	Play	Memorize	Choose	Magnitude	Angle	Magnitude	Angle
0	5.041596	Memory	2.310803	8	1	5.041596	0	3	2	0	3	2	0	1	1	1	38	0.2593893	0.3088229	1.021919	171.8874	171	160.2757	169.1499
1	11.2679	Memory	2.73904	8	1	6.226305	38	1	3	1	1	3	1	1	1	1	37	0.03313303	0.2726061	1.877372	171.8874	-53.99998	187.663	-46.98275
2	17.50723	Memory	2.525177	8	1	6.239327	37	9	0	0	9	0	0	1	1	1	38	0.4820607	0.1915667	1.284	171.8873	-90	161.1966	-97.29865
3	23.55176	Memory	2.552785	8	1	6.044527	37	9	2	0	9	2	0	1	1	1	38	0.2153669	0.2215365	1.186228	171.8873	108	176.0515	106.6256
4	30.20199	Memory	2.57881	8	1	6.650238	37	9	2	0	9	2	0	1	1	1	38	0.3292631	0.4217736	1.299993	171.8873	117	187.9745	119.2488
5	36.32509	Memory	2.583049	8	1	6.123095	37	3	1	1	3	1	1	1	1	1	38	0.1106571	0.5766643	1.210765	171.8873	0	199.5426	-2.185227
6	42.27919	Memory	2.59331	8	1	5.954105	37	9	1	1	9	1	1	1	1	1	38	0.2248477	0.2791661	1.266271	171.8873	-81	159.3098	-90.94383
