	Game							Objective			Choice			Points				Time To			Objective Pos		Choice Pos	
Choice	Time	Mode	Speed	N cards	Match	Turn Time	Precision	Value	Suit	Color	Value	Suit	Color	Value	Suit	Color	Total	Play	Memorize	Choose	Magnitude	Angle	Magnitude	Angle
0	2.135462	Basic	2.821116	5	1	2.135462	0	2	0	0	2	0	0	1	1	1	39	0	0	0.837699	183.3465	-180	148.8683	177.7893
1	5.682939	Basic	2.831151	5	1	3.547477	39	9	1	1	9	1	1	1	1	1	39	0	0	0.7498987	183.3465	36	193.2711	43.10803
2	9.456301	Basic	2.853101	5	1	3.773362	39	9	2	0	9	2	0	1	1	1	39	0	0	0.7289327	183.3465	-162	141.4633	-166.0175
3	13.35933	Basic	2.863912	5	1	3.903029	39	9	2	0	9	2	0	1	1	1	39	0	0	0.9812847	183.3465	126	130.2646	128.0964
4	17.25304	Basic	2.837773	5	1	3.893712	39	0	1	1	0	1	1	1	1	1	39	0	0	0.8145922	183.3465	-162	179.2058	-164.5227
5	21.35914	Basic	2.838759	5	1	4.106096	39	9	3	1	9	3	1	1	1	1	38	0	0	1.284377	183.3465	108	173.0313	110.5243
6	25.33735	Basic	2.800268	5	1	3.97821	38	9	3	1	9	3	1	1	1	1	39	0	0	0.9325828	183.3465	36	143.4414	35.29635
7	29.13774	Basic	2.797902	5	1	3.800394	38	7	2	0	7	2	0	1	1	1	39	0	0	0.8534706	183.3465	126	160.519	123.257
8	32.96489	Basic	2.801073	5	1	3.827143	38	1	1	1	1	1	1	1	1	1	39	0	0	0.6627972	183.3465	-18	154.2696	-21.29255
9	37.32533	Basic	2.814131	5	1	4.360447	38	7	3	1	7	3	1	1	1	1	38	0	0	1.217614	183.3465	-162	156.3257	-161.3433
10	41.23199	Basic	2.796838	5	1	3.906654	38	8	0	0	8	0	0	1	1	1	39	0	0	0.9276909	183.3465	-162	182.9723	-161.2673
11	45.57205	Basic	2.795866	5	1	4.340061	38	2	3	1	2	3	1	1	1	1	38	0	0	1.330317	183.3465	-90	204.7125	-89.84701
12	49.32679	Basic	2.778281	5	1	3.754738	38	9	1	1	9	1	1	1	1	1	39	0	0	0.6955876	183.3465	-90	166.8593	-86.61699
13	53.40593	Basic	2.787814	5	1	4.07914	38	5	3	1	5	3	1	1	1	1	39	0	0	0.8972704	183.3465	-36	189.3414	-34.3552
14	57.25758	Basic	2.788782	5	1	3.85165	38	7	3	1	7	3	1	1	1	1	39	0	0	0.8283328	183.3465	-126	171.7526	-131.4518
15	61.69143	Basic	2.791919	5	1	4.433857	38	4	0	0	4	0	0	1	1	1	38	0	0	1.235977	183.3465	36	160.248	33.66297
