	Game								Objective			Choice			Points				Time To			Objective Pos		Choice Pos	
Choice	Time	Mode	Speed	N cards	Match	Turn Time	Precision	Choice changed	Value	Suit	Color	Value	Suit	Color	Value	Suit	Color	Total	Play	Memorize	Choose	Magnitude	Angle	Magnitude	Angle
0	3.516529	MultiSuits	2.583543	6	1	3.516529	0	0	5	3	1	5	3	1	1	1	1	38	0.4970431	0	1.409434	189.0761	-71.99999	198.0655	-75.0966
1	9.179071	MultiSuits	2.545283	6	1	5.662543	38	0	9	2	0	9	2	0	1	1	1	38	0.5038605	0	1.458269	189.0761	54	181.0462	40.0058
2	14.92736	MultiSuits	2.533074	6	1	5.748287	38	0	2	1	1	2	1	1	1	1	1	38	0.5018035	0	1.231837	189.0761	150	203.5412	140.3438
3	20.5325	MultiSuits	2.566743	6	1	5.605137	38	0	2	2	0	2	2	0	1	1	1	38	0.4994996	0	1.252229	189.0761	-30.00001	165.3383	-23.45119
4	26.39709	MultiSuits	2.581029	6	1	5.864597	38	0	3	1	1	3	1	1	1	1	1	38	0.4970036	0	1.31969	189.0761	-47.99999	193.5535	-40.1126
5	33.14841	MultiSuits	2.582854	6	1	6.751322	38	0.5126538	4	3	1	4	3	1	1	1	1	36	0.497657	0	2.137308	189.0761	108	177.0351	95.7571
6	38.83561	MultiSuits	2.515936	6	1	5.687195	37	0	0	3	1	0	3	1	1	1	1	38	0.4969993	0	1.369036	189.0761	-6.000011	192.2933	-0.5154357
7	45.44466	MultiSuits	2.523014	6	1	6.609051	37	0	3	0	0	3	0	0	1	1	1	37	0.4968706	0	1.885299	189.0761	-47.99999	222.4133	-58.60629
8	51.32702	MultiSuits	2.496056	6	1	5.882362	37	0	1	0	0	1	0	0	1	1	1	38	0.5135683	0	1.200043	189.0761	174	175.8877	167.2751
9	67.16787	MultiSuits	2.513159	6	1	15.84085	37	0.4715073	7	0	0	7	0	0	1	1	1	30	0.5021989	0	11.5175	189.0761	-132	138.1929	-138.6056
