	Game							Objective			Choice			Points				Time To			Objective Pos		Choice Pos	
Choice	Time	Mode	Speed	N cards	Match	Turn Time	Precision	Value	Suit	Color	Value	Suit	Color	Value	Suit	Color	Total	Play	Memorize	Choose	Magnitude	Angle	Magnitude	Angle
0	2.842026	Memory	2.762865	3	1	2.842026	0	5	3	1	5	3	1	1	1	1	39	0.1643033	0.2651381	0.9293806	183.3465	-77.99999	187.782	-71.85509
1	7.348217	Memory	2.78531	3	1	4.506191	39	5	3	1	5	3	1	1	1	1	39	0	0.4472978	0.6031851	183.3465	162	172.6796	159.5289
2	11.90737	Memory	2.866858	3	1	4.559155	39	8	2	0	8	2	0	1	1	1	39	0	0.3516457	0.9618167	183.3465	24.00001	163.7626	17.98143
3	16.07625	Memory	2.83427	3	1	4.168881	39	3	2	0	3	2	0	1	1	1	39	0	0.2650643	0.5498983	183.3465	24.00001	149.8139	22.63595
4	20.3678	Memory	2.869465	3	1	4.291542	39	5	1	1	5	1	1	1	1	1	39	0	0.2302823	0.6626679	183.3465	144	162.1058	138.7596
5	24.57392	Memory	2.879305	3	1	4.206121	39	1	1	1	1	1	1	1	1	1	39	0	0.2528794	0.5950236	183.3465	144	190.6112	142.0458
6	28.3997	Memory	2.891502	3	1	3.825783	39	0	1	1	0	1	1	1	1	1	40	0	0.2816326	0.4313271	183.3465	120	221.9231	126.9405
7	33.22639	Memory	2.911907	3	1	4.826687	39	7	2	0	7	2	0	1	1	1	38	0	0.2317548	1.146957	183.3465	-77.99999	149.4576	-72.9897
8	37.54755	Memory	2.882484	3	1	4.321159	39	7	2	0	7	2	0	1	1	1	39	0	0.2483408	0.7683069	183.3465	-77.99999	176.0459	-75.25191
9	42.37853	Memory	2.880635	3	1	4.830986	39	2	3	1	2	3	1	1	1	1	38	0	0.217328	1.280669	183.3465	42.00002	145.2156	43.09338
10	46.84961	Memory	2.853539	3	1	4.471081	38	0	2	0	0	2	0	1	1	1	39	0	0.2646569	0.6793312	183.3465	-77.99999	193.7375	-78.61082
11	51.43593	Memory	2.858702	3	1	4.586315	38	8	2	0	8	2	0	1	1	1	38	0	0.2651448	1.052891	183.3465	-77.99999	186.3103	-73.2927
12	56.06111	Memory	2.84744	3	1	4.625183	38	7	1	1	7	1	1	1	1	1	39	0	0.2153685	0.9774317	183.3465	162	171.723	157.843
13	60.16364	Memory	2.840812	3	1	4.102524	38	5	3	1	5	3	1	1	1	1	40	0	0.198799	0.4970014	183.3465	120	152.3412	118.266
