	Game								Objective			Choice			Points				Time To			Objective Pos		Choice Pos	
Choice	Time	Mode	Speed	N cards	Match	Turn Time	Precision	Choice changed	Value	Suit	Color	Value	Suit	Color	Value	Suit	Color	Total	Play	Memorize	Choose	Magnitude	Angle	Magnitude	Angle
0	4.861379	CountSuits	1.951832	4	1	4.861379	0	0	2	2	0	2	2	0	1	1	1	37	1.083224	0	1.540286	189.0761	-71.99999	144.248	-64.8029
1	11.64783	CountSuits	2.451832	4	1	6.78645	37	0	6	0	0	6	0	0	1	1	1	35	0.5138972	0	2.64434	189.0761	-71.99999	175.5446	-66.18645
2	17.99836	CountSuits	2.203844	4	1	6.350534	36	0	0	1	1	0	1	1	1	1	1	37	0.5827399	0	1.518205	189.0761	90	156.1431	93.76103
3	23.63538	CountSuits	2.299528	4	1	5.637018	36	0	3	3	1	3	3	1	1	1	1	38	0.5484553	0	1.116927	189.0761	162	187.4281	178.5592
4	31.05437	CountSuits	2.39753	4	1	7.418993	36	0	8	1	1	8	1	1	1	1	1	34	0.5370607	0	3.102489	189.0761	144	201.6057	155.3608
5	37.91372	CountSuits	2.257775	4	1	6.859348	36	0	1	1	1	1	1	1	1	1	1	36	0.5653104	0	2.03425	189.0761	18	162.6407	16.45988
6	44.47135	CountSuits	2.253625	4	1	6.557625	36	0	3	0	0	3	0	0	1	1	1	36	0.5645267	0	2.053396	189.0761	89.99999	152.9638	88.99535
7	50.82174	CountSuits	2.249293	4	1	6.350388	36	0	3	2	0	3	2	0	1	1	1	37	0.5661873	0	1.513493	189.0761	144	190.216	160.2059
8	56.97272	CountSuits	2.279788	4	1	6.150982	36	0.4527261	8	1	1	8	1	1	1	1	1	37	0.5636097	0	1.688574	189.0761	162	171.5534	169.8139
9	63.3917	CountSuits	2.29378	4	1	6.418987	36	0	6	3	1	6	3	1	1	1	1	37	0.5469612	0	1.775072	189.0761	0	196.8089	-4.165993
