	Game								Objective			Choice			Points				Time To			Objective Pos		Choice Pos	
Choice	Time	Mode	Speed	N cards	Match	Turn Time	Precision	Choice changed	Value	Suit	Color	Value	Suit	Color	Value	Suit	Color	Total	Play	Memorize	Choose	Magnitude	Angle	Magnitude	Angle
0	3.117157	MultiSuits	2.61988	5	1	3.117157	0	0	0	2	0	0	2	0	1	1	1	38	0.4804313	0	1.047016	189.0761	89.99999	184.1851	91.53358
1	8.30584	MultiSuits	2.726492	5	1	5.188683	38	0	8	3	1	8	3	1	1	1	1	38	0.4638681	0	1.069136	189.0761	1.001791E-05	203.1571	7.96752
2	13.26866	MultiSuits	2.720962	5	1	4.962816	38	0	3	2	0	3	2	0	1	1	1	38	0.4691595	0	1.126778	189.0761	-180	197.9967	171.2912
3	18.65307	MultiSuits	2.709512	5	1	5.384417	38	0	9	0	0	9	0	0	1	1	1	38	0.4689056	0	1.32573	189.0761	126	197.9788	139.5128
4	23.91803	MultiSuits	2.678918	5	1	5.264957	38	0	1	3	1	1	3	1	1	1	1	38	0.4672646	0	1.361373	189.0761	-54.00001	179.1236	-67.88741
5	29.86109	MultiSuits	2.656997	5	1	5.943056	38	0	4	1	1	4	1	1	1	1	1	37	0.4819626	0	1.910995	189.0761	-144	148.8038	-151.0756
6	35.58502	MultiSuits	2.596581	5	1	5.723932	37	0	4	2	0	4	2	0	1	1	1	38	0.4969503	0	1.318039	189.0761	17.99999	177.921	14.90205
7	41.24382	MultiSuits	2.595781	5	1	5.658798	37	0	2	3	1	2	3	1	1	1	1	38	0.4900117	0	1.311023	189.0761	-162	185.3982	-168.3328
8	47.35992	MultiSuits	2.595619	5	1	6.116108	37	0	2	2	0	2	2	0	1	1	1	37	0.6296954	0	1.575629	189.0761	-36	206.5789	-30.03307
9	52.77822	MultiSuits	2.580793	5	1	5.418293	37	0	3	1	1	3	1	1	1	1	1	38	0.500097	0	1.377725	189.0761	72.00002	160.2622	65.70953
10	58.16966	MultiSuits	2.578828	5	1	5.391441	37	0	7	0	0	7	0	0	1	1	1	38	0.4983943	0	1.238607	189.0761	-180	181.9073	177.699
