	Game								Objective			Choice			Points				Time To			Objective Pos		Choice Pos	
Choice	Time	Mode	Speed	N cards	Match	Turn Time	Precision	Choice changed	Value	Suit	Color	Value	Suit	Color	Value	Suit	Color	Total	Play	Memorize	Choose	Magnitude	Angle	Magnitude	Angle
0	4.02398	MultiSuits	2.445945	5	1	4.02398	0	0	3	0	0	3	0	0	1	1	1	37	0.5156025	0	1.913057	189.0761	72.00002	187.9386	74.52916
1	10.01623	MultiSuits	2.293471	5	1	5.992251	37	0	7	2	0	7	2	0	1	1	1	38	0.5543246	0	1.140353	189.0761	162	212.3256	168.9183
2	16.49262	MultiSuits	2.486648	5	1	6.476393	37	0	2	2	0	2	2	0	1	1	1	37	0.5151387	0	1.875362	189.0761	-18	164.4212	-22.9958
3	22.02447	MultiSuits	2.428538	5	1	5.531849	37	0	8	1	1	8	1	1	1	1	1	38	0.5301339	0	1.029464	189.0761	-36	186.652	-36.12952
4	27.69546	MultiSuits	2.505221	5	1	5.670984	37	0	9	3	1	9	3	1	1	1	1	38	0.5137144	0	1.099298	189.0761	-71.99999	143.9534	-79.98776
5	33.30782	MultiSuits	2.544247	5	1	5.612362	37	0	1	3	1	1	3	1	1	1	1	38	0.4970008	0	1.207506	189.0761	-36	173.3657	-51.07163
6	40.10825	MultiSuits	2.561247	5	1	6.800426	37	0	5	3	1	5	3	1	1	1	1	36	0.5031728	0	2.328737	189.0761	17.99999	163.3358	8.583447
7	47.43172	MultiSuits	2.493302	5	1	7.323479	37	0	2	0	0	2	0	0	1	1	1	37	1.581378	0	1.961535	189.0761	54	155.2405	47.59175
8	54.10723	MultiSuits	2.465293	5	1	6.67551	37	0	6	2	0	6	2	0	1	1	1	36	0.5187191	0	2.131127	189.0761	-71.99999	138.8308	-69.11602
9	61.11406	MultiSuits	2.434087	5	1	7.006821	37	0	3	3	1	3	3	1	1	1	1	35	0.513626	0	2.632553	189.0761	89.99999	140.3983	82.13398
