	Game								Objective			Choice			Points				Time To			Objective Pos		Choice Pos	
Choice	Time	Mode	Speed	N cards	Match	Turn Time	Precision	Choice changed	Value	Suit	Color	Value	Suit	Color	Value	Suit	Color	Total	Play	Memorize	Choose	Magnitude	Angle	Magnitude	Angle
0	4.926128	Basic	2.358863	6	1	4.926128	0	1.072422	8	2	0	8	2	0	1	1	1	36	0.5412917	0	2.301946	189.0761	114	153.3925	102.683
1	11.23676	Basic	2.099027	6	1	6.310635	36	0	6	2	0	6	2	0	1	1	1	38	0.5964037	0	1.155146	189.0761	42.00002	207.7407	32.32456
2	17.975	Basic	2.385727	6	1	6.738241	37	0	3	0	0	3	0	0	1	1	1	38	1.255598	0	1.437105	189.0761	-150	138.9169	-156.9647
3	25.04974	Basic	2.4343	6	1	7.074738	37	0	8	0	0	8	0	0	1	1	1	36	0.5189782	0	2.168956	189.0761	-47.99999	145.1409	-55.77897
4	31.15108	Basic	2.367106	6	1	6.101343	37	0	8	0	0	8	0	0	1	1	1	38	0.5332103	0	1.39037	189.0761	144	157.2809	148.7062
5	36.72752	Basic	2.404648	6	1	5.576431	37	0	5	2	0	5	2	0	1	1	1	38	0.5307797	0	1.147021	189.0761	168	165.9003	160.4598
6	42.69183	Basic	2.449955	6	1	5.964317	37	0	9	0	0	9	0	0	1	1	1	37	0.5153803	0	1.509108	189.0761	12	221.5718	9.100167
7	48.26999	Basic	2.456453	6	1	5.578159	37	0	1	0	0	1	0	0	1	1	1	38	0.5147917	0	1.18729	189.0761	114	137.078	108.4548
8	54.48914	Basic	2.481441	6	1	6.219143	37	0	7	0	0	7	0	0	1	1	1	37	0.5135671	0	1.623338	189.0761	-90	154.3666	-75.51649
9	61.39422	Basic	2.476651	6	1	6.905087	37	0	0	3	1	0	3	1	1	1	1	36	0.5135679	0	2.392707	189.0761	-65.99999	174.7997	-61.2874
