	Game								Objective			Choice			Points				Time To			Objective Pos		Choice Pos	
Choice	Time	Mode	Speed	N cards	Match	Turn Time	Precision	Choice changed	Value	Suit	Color	Value	Suit	Color	Value	Suit	Color	Total	Play	Memorize	Choose	Magnitude	Angle	Magnitude	Angle
0	4.118484	Basic	2.401114	4	1	4.118484	0	0	2	0	0	2	0	0	1	1	1	37	0.534102	0	1.75451	189.0761	108	160.4321	100.281
1	10.82103	Basic	2.372745	4	1	6.702542	37	0	1	2	0	1	2	0	1	1	1	36	0.5305401	0	2.231189	189.0761	1.001791E-05	194.6914	10.53107
2	16.74164	Basic	2.253575	4	1	5.920614	36	0	2	2	0	2	2	0	1	1	1	38	0.5660551	0	1.202404	189.0761	162	156.3577	163.8088
3	22.73929	Basic	2.385316	4	1	5.997654	37	0	0	2	0	0	2	0	1	1	1	38	0.5344564	0	1.415785	189.0761	108	172.5803	95.85899
4	28.68179	Basic	2.424514	4	1	5.942493	37	0	3	0	0	3	0	0	1	1	1	37	0.5318933	0	1.760441	189.0761	-90	152.5745	-88.83369
5	34.53514	Basic	2.413567	4	1	5.85335	37	0	7	1	1	7	1	1	1	1	1	38	0.5337799	0	1.433588	189.0761	90	182.429	89.6093
6	39.94476	Basic	2.433507	4	1	5.409626	37	0	4	1	1	4	1	1	1	1	1	38	0.5197719	0	1.197504	189.0761	72	156.3161	73.08875
7	46.02956	Basic	2.464613	4	1	6.084797	37	0	3	3	1	3	3	1	1	1	1	37	0.5224258	0	1.64362	189.0761	0	166.0586	1.310062
8	51.87361	Basic	2.46006	4	1	5.844051	37	0	7	2	0	7	2	0	1	1	1	37	0.5135657	0	1.516565	189.0761	-90	161.5539	-84.56199
9	57.2477	Basic	2.463578	4	1	5.374092	37	0	0	0	0	0	0	0	1	1	1	38	0.5177248	0	1.241197	189.0761	17.99999	177.3024	12.35553
10	63.4857	Basic	2.48016	4	1	6.237999	37	0.9437126	5	1	1	5	1	1	1	1	1	36	0.5138806	0	2.042642	189.0761	-36	211.8118	-28.37389
