	Game							Objective			Choice			Points				Time To			Objective Pos		Choice Pos	
Choice	Time	Mode	Speed	N cards	Match	Turn Time	Precision	Value	Suit	Color	Value	Suit	Color	Value	Suit	Color	Total	Play	Memorize	Choose	Magnitude	Angle	Magnitude	Angle
0	3.202189	CountSuits	2.601879	5	1	3.202189	0	5	2	0	5	2	0	1	1	1	39	0	0	0.9118925	183.3465	162	154.0886	160.182
1	7.498054	CountSuits	2.794054	5	1	4.295865	39	9	0	0	9	0	0	1	1	1	38	0	0	1.177275	183.3465	126	180.3173	124.3162
2	11.70556	CountSuits	2.727708	5	1	4.207505	38	9	3	1	9	3	1	1	1	1	38	0	0	1.309542	183.3465	-36	174.5202	-39.59877
3	15.69181	CountSuits	2.683548	5	1	3.986248	38	9	0	0	9	0	0	1	1	1	39	0	0	0.9442995	183.3465	108	176.5008	115.4939
4	19.89535	CountSuits	2.707124	5	1	4.203543	38	8	1	1	8	1	1	1	1	1	39	0	0	0.9111719	183.3465	89.99999	150.1914	88.33064
5	23.58629	CountSuits	2.724582	5	1	3.690937	38	1	0	0	1	0	0	1	1	1	39	0	0	0.7981878	183.3465	-180	206.3137	175.3625
6	28.41761	CountSuits	2.745636	5	1	4.83132	38	6	3	1	6	3	1	1	1	1	37	0	0	1.599882	183.3465	36	172.3759	36.28804
7	32.89772	CountSuits	2.703411	5	1	4.48011	38	2	0	0	2	0	0	1	1	1	37	0	0	1.502414	183.3465	89.99999	197.2334	83.6335
8	37.01382	CountSuits	2.677834	5	1	4.1161	38	0	3	1	0	3	1	1	1	1	39	0	0	0.9904591	183.3465	-36	181.7241	-39.31974
9	41.28361	CountSuits	2.686382	5	1	4.269794	38	9	3	1	9	3	1	1	1	1	39	0	0	0.9459026	183.3465	89.99999	219.0253	98.18067
10	45.78593	CountSuits	2.695449	5	1	4.502316	38	8	0	0	8	0	0	1	1	1	38	0	0	1.247975	183.3465	-108	161.336	-109.2029
11	50.08595	CountSuits	2.689136	5	1	4.300022	38	9	0	0	9	0	0	1	1	1	38	0	0	1.181492	183.3465	162	184.8177	158.2143
12	54.24004	CountSuits	2.686646	5	1	4.154091	38	6	2	0	6	2	0	1	1	1	38	0	0	1.131962	183.3465	17.99999	151.7254	16.442
13	58.92084	CountSuits	2.686444	5	1	4.680801	38	1	0	0	1	0	0	1	1	1	38	0	0	1.376019	183.3465	17.99999	187.8409	11.32628
