	Game							Objective			Choice			Points				Time To			Objective Pos		Choice Pos	
Choice	Time	Mode	Speed	N cards	Match	Turn Time	Precision	Value	Suit	Color	Value	Suit	Color	Value	Suit	Color	Total	Play	Memorize	Choose	Magnitude	Angle	Magnitude	Angle
0	1.938954	MultiSuits	2.825872	6	1	1.938954	0	5	0	0	5	0	0	1	1	1	39	0	0	0.8780286	183.3465	90	195.9842	82.4687
1	6.288607	MultiSuits	2.810986	6	1	4.349653	39	2	3	1	2	3	1	1	1	1	39	0	0	0.7962033	183.3465	114	202.1357	116.3226
2	10.37748	MultiSuits	2.831442	6	1	4.088871	39	3	0	0	3	0	0	1	1	1	39	0	0	0.7037613	183.3465	6.000004	160.2592	12.70899
3	14.23597	MultiSuits	2.853668	6	1	3.858494	39	3	0	0	3	0	0	1	1	1	39	0	0	0.9334	183.3465	-90	139.7277	-92.01742
4	18.65326	MultiSuits	2.836076	6	1	4.41729	39	7	0	0	7	0	0	1	1	1	38	0	0	1.262578	183.3465	30	156.5627	32.66307
5	22.7922	MultiSuits	2.792603	6	1	4.138937	38	7	1	1	7	1	1	1	1	1	38	0	0	1.029843	183.3465	174	148.6544	162.998
6	27.24936	MultiSuits	2.783015	6	1	4.457167	38	9	3	1	9	3	1	1	1	1	38	0	0	1.235542	183.3465	-90	171.3817	-91.27912
7	31.46305	MultiSuits	2.761475	6	1	4.213682	38	6	0	0	6	0	0	1	1	1	39	0	0	0.7949974	183.3465	174	179.3006	170.9684
8	35.49277	MultiSuits	2.772853	6	1	4.029724	38	1	0	0	1	0	0	1	1	1	39	0	0	0.8125826	183.3465	114	140.5049	113.623
9	39.44353	MultiSuits	2.780726	6	1	3.950756	38	5	3	1	5	3	1	1	1	1	39	0	0	0.6626661	183.3465	174	184.6929	170.2032
10	43.65882	MultiSuits	2.79452	6	1	4.215294	38	6	3	1	6	3	1	1	1	1	38	0	0	1.130411	183.3465	6.000004	206.7028	8.290897
11	47.77924	MultiSuits	2.784545	6	1	4.120422	38	9	3	1	9	3	1	1	1	1	39	0	0	0.8688029	183.3465	150	191.0611	145.196
12	52.39889	MultiSuits	2.787133	6	1	4.619644	38	0	1	1	0	1	1	1	1	1	37	0	0	1.520377	183.3465	-90	154.1844	-80.82149
13	56.34603	MultiSuits	2.764262	6	1	3.947144	38	3	2	0	3	2	0	1	1	1	39	0	0	0.821959	183.3465	-126	136.4388	-124.9638
14	61.94784	MultiSuits	2.769602	6	1	5.601807	38	4	3	1	4	3	1	1	1	1	36	0	0	2.377757	183.3465	6.000004	149.3596	13.01821
