	Game							Objective			Choice			Points				Time To			Objective Pos		Choice Pos	
Choice	Time	Mode	Speed	N cards	Match	Turn Time	Precision	Changed Choice	Value	Suit	Color	Value	Suit	Color	Value	Suit	Color	Total	Play	Memorize	Choose	Magnitude	Angle	Magnitude	Angle
0	5.217213	CountSuits	1.540709	6	0	5.217213	0	0	1	2	0	1	0	0	1	0	1	15	0	0	1.889439	183.3465	-90	138.145	-93.9773
1	19.01379	CountSuits	1.040709	6	1	13.79658	15	0	4	0	0	4	0	0	1	1	1	38	0	0	1.072971	183.3465	114	145.4334	118.3023
2	31.1611	CountSuits	1.254699	6	1	12.14731	26	0	9	3	1	9	3	1	1	1	1	35	0	0	2.814801	183.3465	-126	195.6982	-133.5732
3	43.77715	CountSuits	1.524754	6	1	12.61604	29	0	7	0	0	7	0	0	1	1	1	35	0	0	2.611551	183.3465	-71.99999	146.2083	-73.87101
4	52.38589	CountSuits	1.651054	6	1	8.608746	30	0	2	3	1	2	3	1	1	1	1	37	0	0	1.600461	183.3465	48.00001	141.5072	41.99664
5	60.34065	CountSuits	1.800862	6	0	7.954762	32	0	0	3	1	3	3	1	0	1	1	10	0	0	1.541679	183.3465	174	175.3418	177.0271
6	69.89669	CountSuits	1.526061	6	1	9.556038	28	0	0	2	0	0	2	0	1	1	1	38	0	0	1.107247	183.3465	132	148.8314	134.5405
7	82.85793	CountSuits	1.676625	6	1	12.96124	29	0.7792504	8	3	1	8	3	1	1	1	1	30	0	0	6.208463	183.3465	114	141.9097	110.7773
