	Game								Objective			Choice			Points				Time To			Objective Pos		Choice Pos	
Choice	Time	Mode	Speed	N cards	Match	Turn Time	Precision	Choice changed	Value	Suit	Color	Value	Suit	Color	Value	Suit	Color	Total	Play	Memorize	Choose	Magnitude	Angle	Magnitude	Angle
0	3.828466	CountSuits	2.333914	4	1	3.828466	0	0	2	2	0	2	2	0	1	1	1	37	0.5364587	0	1.733358	189.0761	54	189.0639	44.78477
1	10.37015	CountSuits	2.383321	4	1	6.541685	37	0	5	0	0	5	0	0	1	1	1	36	0.530137	0	2.071101	189.0761	162	188.006	151.2366
2	17.26347	CountSuits	2.298885	4	1	6.89332	36	0	2	1	1	2	1	1	1	1	1	37	1.298746	0	1.717646	189.0761	-162	168.3562	-161.5681
3	23.37529	CountSuits	2.329649	4	1	6.111816	36	0	1	3	1	1	3	1	1	1	1	37	0.5467031	0	1.640843	189.0761	108	185.9166	109.3274
4	29.68952	CountSuits	2.354631	4	1	6.314234	36	0	3	3	1	3	3	1	1	1	1	38	1.002072	0	1.221539	189.0761	-36	170.6479	-49.07762
5	37.14298	CountSuits	2.411551	4	1	7.453461	37	0	9	0	0	9	0	0	1	1	1	34	0.5301375	0	3.147013	189.0761	162	163.7509	162.4619
6	42.93017	CountSuits	2.289042	4	1	5.787189	36	0	3	2	0	3	2	0	1	1	1	38	0.5559055	0	1.350887	189.0761	89.99999	186.9306	95.40983
7	49.51853	CountSuits	2.329829	4	1	6.58836	36	0	9	2	0	9	2	0	1	1	1	37	0.5495335	0	1.874845	189.0761	162	191.1837	150.4539
8	57.2166	CountSuits	2.327673	4	1	7.698071	36	0.4627377	4	1	1	4	1	1	1	1	1	34	0.5470338	0	3.208165	189.0761	-126	131.9372	-128.2707
9	64.45152	CountSuits	2.251922	4	1	7.234921	36	0	7	3	1	7	3	1	1	1	1	36	0.5705992	0	2.399401	189.0761	-71.99999	162.0281	-79.89217
