	Game								Objective			Choice			Points				Time To			Objective Pos		Choice Pos	
Choice	Time	Mode	Speed	N cards	Match	Turn Time	Precision	Choice changed	Value	Suit	Color	Value	Suit	Color	Value	Suit	Color	Total	Play	Memorize	Choose	Magnitude	Angle	Magnitude	Angle
0	3.77867	MultiSuits	2.38405	6	1	3.77867	0	0	1	2	0	1	2	0	1	1	1	37	0.5321684	0	1.612113	189.0761	12	165.4181	14.20222
1	10.03026	MultiSuits	2.443944	6	1	6.251589	37	0	9	2	0	9	2	0	1	1	1	37	0.5199816	0	1.565809	189.0761	30	166.2876	15.91743
2	16.01868	MultiSuits	2.455519	6	1	5.98842	37	0	2	2	0	2	2	0	1	1	1	38	0.5147515	0	1.122915	189.0761	-90	157.679	-84.25583
3	22.08198	MultiSuits	2.533194	6	1	6.063305	37	0	0	2	0	0	2	0	1	1	1	38	0.6631095	0	1.489354	189.0761	-168	160.452	-178.0221
4	28.1852	MultiSuits	2.526226	6	1	6.103216	37	0	9	0	0	9	0	0	1	1	1	37	0.4990835	0	1.878762	189.0761	108	163.6361	112.5443
5	35.38271	MultiSuits	2.483105	6	1	7.19751	37	0.2468196	1	0	0	1	0	0	1	1	1	35	0.5148466	0	2.607812	189.0761	-126	166.4567	-125.7622
6	42.50477	MultiSuits	2.393603	6	1	7.122059	37	0	7	3	1	7	3	1	1	1	1	36	0.5341201	0	2.146354	189.0761	54	149.8226	48.27728
7	49.52789	MultiSuits	2.362634	6	1	7.023125	36	0	6	2	0	6	2	0	1	1	1	35	0.5349559	0	2.51443	189.0761	168	175.3967	175.3719
8	57.23379	MultiSuits	2.316403	6	1	7.705894	36	0	0	2	0	0	2	0	1	1	1	35	0.5557659	0	2.655393	189.0761	30	162.9795	26.06268
9	65.2344	MultiSuits	2.272614	6	1	8.00061	36	0	9	3	1	9	3	1	1	1	1	34	0.5508093	0	3.051544	189.0761	132	175.2965	144.2182
