	Game								Objective			Choice			Points				Time To			Objective Pos		Choice Pos	
Choice	Time	Mode	Speed	N cards	Match	Turn Time	Precision	Choice changed	Value	Suit	Color	Value	Suit	Color	Value	Suit	Color	Total	Play	Memorize	Choose	Magnitude	Angle	Magnitude	Angle
0	4.725384	CountSuits	2.23176	5	1	4.725384	0	0	1	3	1	1	3	1	1	1	1	37	1.281982	0	1.796199	189.0761	-18	173.2637	-18.1075
1	12.63181	CountSuits	2.351901	5	1	7.906426	37	0	8	2	0	8	2	0	1	1	1	34	0.5540562	0	3.140277	189.0761	-54.00001	156.9444	-64.10263
2	19.6155	CountSuits	2.015881	5	1	6.983693	35	0	6	1	1	6	1	1	1	1	1	37	0.7085077	0	1.765991	189.0761	36	200.7635	30.99953
3	27.40809	CountSuits	2.132922	5	1	7.792591	36	0	3	0	0	3	0	0	1	1	1	37	1.584229	0	1.592697	189.0761	-71.99999	174.9657	-70.03608
4	34.06467	CountSuits	2.213104	5	1	6.656572	36	0	2	3	1	2	3	1	1	1	1	37	0.5690842	0	1.642875	189.0761	0	196.9832	3.491859
5	41.51744	CountSuits	2.256196	5	1	7.45277	36	0	8	0	0	8	0	0	1	1	1	36	0.563274	0	2.410726	189.0761	54	174.1332	43.42282
6	48.62085	CountSuits	2.220936	5	1	7.103413	36	0	0	1	1	0	1	1	1	1	1	37	0.5672777	0	1.989274	189.0761	108	139.7968	115.1675
7	55.89796	CountSuits	2.225854	5	1	7.277107	36	0	2	2	0	2	2	0	1	1	1	37	1.198228	0	1.873419	189.0761	72.00002	190.6043	74.73689
8	62.69257	CountSuits	2.236784	5	1	6.794609	36	0	7	1	1	7	1	1	1	1	1	37	0.5683901	0	1.832476	189.0761	-126	130.8578	-131.6549
