	Game							Objective			Choice			Points				Time To			Objective Pos		Choice Pos	
Choice	Time	Mode	Speed	N cards	Match	Turn Time	Precision	Changed Choice	Value	Suit	Color	Value	Suit	Color	Value	Suit	Color	Total	Play	Memorize	Choose	Magnitude	Angle	Magnitude	Angle
0	5.150024	Memory	2.076019	6	1	5.150024	0	0	2	3	1	2	3	1	1	1	1	39	0	0.6036704	0.9550014	183.3465	30	152.8683	35.73601
1	12.63073	Memory	2.576019	6	0	7.480704	39	0	9	0	0	9	2	0	1	0	1	15	0	0.5008061	2.119905	183.3465	65.99999	139.3855	64.3845
2	21.84833	Memory	2.076019	6	1	9.217605	27	0.2055324	3	1	1	3	1	1	1	1	1	37	0	0.6093735	1.969696	183.3465	-30.00001	163.4268	-33.12687
3	31.84383	Memory	1.606155	6	1	9.995497	30	0	8	3	1	8	3	1	1	1	1	38	0	0.7805648	1.239255	183.3465	-30.00001	149.9595	-24.04733
4	40.74809	Memory	1.848388	6	1	8.904255	32	0	1	1	1	1	1	1	1	1	1	39	0	0.8525811	0.9612358	183.3465	-30.00001	150.0303	-24.71798
5	49.11602	Memory	2.020393	6	1	8.367931	33	0	8	3	1	8	3	1	1	1	1	38	0	0.6246882	1.239788	183.3465	-54.00001	125.2697	-56.98107
6	57.6125	Memory	2.119105	6	1	8.496487	34	0	4	3	1	4	3	1	1	1	1	39	0	0.5964214	0.8890108	183.3465	-30.00001	148.7076	-28.747
7	65.4248	Memory	2.211802	6	1	7.812302	35	0	4	1	1	4	1	1	1	1	1	38	0	0.5820175	1.172111	183.3465	150	136.371	159.1096
8	72.78622	Memory	2.267015	6	1	7.361412	35	0	7	2	0	7	2	0	1	1	1	38	0	0.5658078	1.316959	183.3465	89.99999	142.3128	86.98408
