	Game								Objective			Choice			Points				Time To			Objective Pos		Choice Pos	
Choice	Time	Mode	Speed	N cards	Match	Turn Time	Precision	Choice changed	Value	Suit	Color	Value	Suit	Color	Value	Suit	Color	Total	Play	Memorize	Choose	Magnitude	Angle	Magnitude	Angle
0	4.206485	Basic	1.960212	5	1	4.206485	0	0	3	2	0	3	2	0	1	1	1	38	0.6461022	0	1.193159	189.0761	-180	214.7178	-168.5347
1	15.0258	Basic	2.460212	5	1	10.81932	38	0	3	0	0	3	0	0	1	1	1	33	3.019587	0	3.674831	189.0761	72.00002	166.9465	63.40224
2	22.94982	Basic	2.033002	5	1	7.924016	35	0	9	3	1	9	3	1	1	1	1	35	0.6171066	0	2.611381	189.0761	-126	176.1554	-145.439
3	30.48171	Basic	2.003438	5	1	7.531893	35	0	4	2	0	4	2	0	1	1	1	37	1.17785	0	1.702518	189.0761	108	191.1147	104.3163
4	37.73323	Basic	2.102264	5	1	7.251524	35	0.5225575	4	0	0	4	0	0	1	1	1	36	0.5964254	0	2.338845	189.0761	72.00002	157.8932	84.5649
5	45.67204	Basic	2.097927	5	1	7.938808	35	0	6	0	0	6	0	0	1	1	1	35	0.6040891	0	2.52607	189.0761	126	145.1905	128.5429
6	54.54423	Basic	2.079433	5	1	8.872185	35	0	3	2	0	3	2	0	1	1	1	37	2.125587	0	1.892625	189.0761	54	211.6157	58.84955
7	62.09213	Basic	2.111469	5	0	7.547901	35	0.5086938	5	3	1	5	1	1	1	0	1	15	0.5958813	0	2.172512	189.0761	90	144.961	81.38943
