	Game							Objective			Choice			Points				Time To			Objective Pos		Choice Pos	
Choice	Time	Mode	Speed	N cards	Match	Turn Time	Precision	Value	Suit	Color	Value	Suit	Color	Value	Suit	Color	Total	Play	Memorize	Choose	Magnitude	Angle	Magnitude	Angle
0	3.175194	Memory	2.708775	8	1	3.175194	0	1	2	0	1	2	0	1	1	1	38	0	0.4381566	1.213607	183.3465	1.001791E-05	165.7419	-1.03991
1	8.925898	Memory	2.643197	8	0	5.750704	38	3	1	1	4	1	1	0	1	1	10	0	0.3825018	1.202796	183.3465	45	177.6381	41.31866
2	16.17188	Memory	2.143197	8	1	7.245987	24	7	2	0	7	2	0	1	1	1	39	0	0.4804319	0.7951996	183.3465	45	157.6788	37.74426
3	23.23216	Memory	1.809822	8	1	7.06028	29	7	2	0	7	2	0	1	1	1	39	0	0.08250356	0.7123668	183.3465	135	165.9601	129.9869
4	30.54378	Memory	2.069628	8	1	7.311613	31	4	3	1	4	3	1	1	1	1	37	0	0.1656336	1.511749	183.3465	-90	126.6764	-88.7627
5	36.85846	Memory	2.165143	8	1	6.314678	32	3	2	0	3	2	0	1	1	1	39	0	0.3811315	0.7170118	183.3465	90	138.6025	82.97314
6	42.92723	Memory	2.28106	8	1	6.068775	33	3	3	1	3	3	1	1	1	1	39	0	0.2153645	0.8282464	183.3465	135	161.0578	133.0061
7	49.10629	Memory	2.358308	8	1	6.179054	34	7	0	0	7	0	0	1	1	1	38	0	0.3977978	1.083421	183.3465	-180	149.5234	177.169
8	55.01793	Memory	2.402728	8	1	5.91164	34	6	2	0	6	2	0	1	1	1	39	0	0.3147795	0.8040044	183.3465	-135	153.6793	-138.9675
9	61.12432	Memory	2.450943	8	1	6.106392	35	0	1	1	0	1	1	1	1	1	39	0	0.2816333	0.9073606	183.3465	45	172.3732	46.73571
