	Game							Objective			Choice			Points				Time To			Objective Pos		Choice Pos	
Choice	Time	Mode	Speed	N cards	Match	Turn Time	Precision	Value	Suit	Color	Value	Suit	Color	Value	Suit	Color	Total	Play	Memorize	Choose	Magnitude	Angle	Magnitude	Angle
0	2.988714	Memory	2.864642	5	1	2.988714	0	1	0	0	1	0	0	1	1	1	38	0	0.3313441	1.031997	183.3465	162	153.7416	155.5308
1	7.754978	Memory	2.734002	5	1	4.766263	38	3	3	1	3	3	1	1	1	1	39	0	0.1987994	0.6459925	183.3465	0	141.1325	-0.1110395
2	11.96278	Memory	2.830503	5	1	4.2078	38	1	0	0	1	0	0	1	1	1	40	0	0.2650658	0.4669384	183.3465	144	197.661	145.5405
3	16.79426	Memory	2.892512	5	1	4.831482	39	9	0	0	9	0	0	1	1	1	39	0	0.2485047	0.8469255	183.3465	1.001791E-05	195.7086	3.766134
4	21.2954	Memory	2.876018	5	1	4.501141	39	7	1	1	7	1	1	1	1	1	39	0	0.2319332	0.6791804	183.3465	144	146.365	140.688
5	25.9247	Memory	2.882897	5	1	4.629295	39	7	0	0	7	0	0	1	1	1	39	0	0.2816337	0.8340351	183.3465	1.001791E-05	161.8441	0.483906
6	30.89957	Memory	2.874578	5	1	4.974871	39	2	3	1	2	3	1	1	1	1	38	0	0.1827648	1.133584	183.3465	1.001791E-05	184.0116	3.661258
7	35.48447	Memory	2.847239	5	1	4.584904	38	2	3	1	2	3	1	1	1	1	39	0	0.3309715	0.767049	183.3465	1.001791E-05	178.9622	-4.821816
8	40.58422	Memory	2.849644	5	1	5.099754	38	3	1	1	3	1	1	1	1	1	39	0	0.2650015	0.9937582	183.3465	-71.99999	168.5727	-71.65324
9	45.18578	Memory	2.838919	5	1	4.601551	38	2	0	0	2	0	0	1	1	1	39	0	0.248256	0.6131757	183.3465	1.001791E-05	192.422	-4.479835
10	49.95596	Memory	2.849368	5	1	4.770184	38	8	0	0	8	0	0	1	1	1	38	0	0.2484127	1.035574	183.3465	72.00002	149.8381	64.04247
11	54.98055	Memory	2.838718	5	1	5.024593	38	0	0	0	0	0	0	1	1	1	39	0	0.3151067	0.8398925	183.3465	-144	181.4477	-149.4951
12	59.54355	Memory	2.837996	5	1	4.563	38	0	3	1	0	3	1	1	1	1	39	0	0.1698117	0.6786849	183.3465	72.00002	166.6879	75.75864
