	Game							Objective			Choice			Points				Time To			Objective Pos		Choice Pos	
Choice	Time	Mode	Speed	N cards	Match	Turn Time	Precision	Value	Suit	Color	Value	Suit	Color	Value	Suit	Color	Total	Play	Memorize	Choose	Magnitude	Angle	Magnitude	Angle
0	2.472462	MultiSuits	2.22237	8	1	2.472462	0	9	2	0	9	2	0	1	1	1	39	0	0	0.7019312	183.3465	-135	164.5632	-139.2439
1	7.005821	MultiSuits	2.72237	8	0	4.53336	39	3	1	1	3	3	1	1	0	1	15	0	0	0.5463762	183.3465	126	169.6361	125.2265
2	12.74799	MultiSuits	2.22237	8	1	5.742168	27	2	0	0	2	0	0	1	1	1	38	0	0	1.141338	183.3465	45	207.6369	43.13174
3	19.14332	MultiSuits	1.901151	8	1	6.395327	30	1	3	1	1	3	1	1	1	1	39	0	0	0.9256758	183.3465	-135	148.1512	-137.9184
4	24.33843	MultiSuits	2.126689	8	1	5.19511	32	5	2	0	5	2	0	1	1	1	39	0	0	0.7790698	183.3465	1.001791E-05	147.5203	4.146156
5	29.86855	MultiSuits	2.272449	8	1	5.530123	34	4	3	1	4	3	1	1	1	1	38	0	0	1.201966	183.3465	-135	147.8931	-141.9856
6	35.03756	MultiSuits	2.340531	8	1	5.169006	34	2	1	1	2	1	1	1	1	1	39	0	0	0.8316705	183.3465	-90	161.091	-90.97267
7	39.84016	MultiSuits	2.410529	8	1	4.802601	35	3	2	0	3	2	0	1	1	1	39	0	0	0.9877658	183.3465	-135	166.3482	-138.5307
8	45.1397	MultiSuits	2.454605	8	1	5.299541	35	0	1	1	0	1	1	1	1	1	38	0	0	1.052228	183.3465	45	216.3552	46.99609
9	49.64064	MultiSuits	2.48553	8	1	4.500946	36	5	2	0	5	2	0	1	1	1	39	0	0	0.9315727	183.3465	-90	148.0111	-91.69402
10	54.26038	MultiSuits	2.515518	8	1	4.61974	36	9	3	1	9	3	1	1	1	1	39	0	0	0.8189247	183.3465	-180	175.8438	176.1682
11	59.49439	MultiSuits	2.544689	8	1	5.234005	36	2	2	0	2	2	0	1	1	1	38	0	0	1.093399	183.3465	45	179.9968	43.21585
