	Game							Objective			Choice			Points				Time To			Objective Pos		Choice Pos	
Choice	Time	Mode	Speed	N cards	Match	Turn Time	Precision	Value	Suit	Color	Value	Suit	Color	Value	Suit	Color	Total	Play	Memorize	Choose	Magnitude	Angle	Magnitude	Angle
0	3.197196	Memory	2.354725	5	1	3.197196	0	2	1	1	2	1	1	1	1	1	39	0.1656679	0.1846928	0.870748	171.8873	144	188.3532	148.8582
1	7.710557	Memory	2.814626	5	1	4.513362	39	6	0	0	6	0	0	1	1	1	39	0.03313303	0.3481433	0.6055415	171.8873	1.001791E-05	161.5265	9.064548
2	12.45147	Memory	2.880928	5	1	4.740914	39	4	3	1	4	3	1	1	1	1	39	0.196794	0.184992	0.6799837	171.8873	-18	175.0029	-21.17935
3	17.80622	Memory	2.890621	5	1	5.354748	39	3	2	0	3	2	0	1	1	1	39	0.8822534	0.2224978	0.567866	171.8874	72	172.0199	77.8503
4	23.15857	Memory	2.909482	5	1	5.35235	39	4	2	0	4	2	0	1	1	1	37	0.04990581	0.1736345	1.664247	171.8873	-126	189.4974	-128.5359
5	28.27657	Memory	2.811161	5	1	5.117998	38	3	2	0	3	2	0	1	1	1	38	0.023516	0.2261157	1.335538	171.8873	-90	187.6322	-94.49088
6	32.98417	Memory	2.773006	5	1	4.707605	38	7	0	0	7	0	0	1	1	1	39	0	0.2724948	0.9960711	171.8873	90.00002	155.942	97.54367
7	38.46657	Memory	2.77	5	1	5.482399	38	3	0	0	3	0	0	1	1	1	37	0	0.2339768	1.792459	171.8873	126	201.9054	114.7335
8	44.21437	Memory	2.717972	5	1	5.747795	38	4	0	0	4	0	0	1	1	1	38	0.3181901	0.3257079	1.325065	171.8873	-36	190.6598	-26.21246
