	Game							Objective			Choice			Points				Time To			Objective Pos		Choice Pos	
Choice	Time	Mode	Speed	N cards	Match	Turn Time	Precision	Value	Suit	Color	Value	Suit	Color	Value	Suit	Color	Total	Play	Memorize	Choose	Magnitude	Angle	Magnitude	Angle
0	2.586601	CountSuits	2.138715	8	1	2.586601	0	1	0	0	1	0	0	1	1	1	38	0	0	1.38566	183.3465	-144	146.274	-141.7585
1	7.247684	CountSuits	2.55717	8	1	4.661082	38	0	2	0	0	2	0	1	1	1	39	0	0	0.9087626	183.3465	162	171.0153	161.6519
2	12.27517	CountSuits	2.676394	8	1	5.027485	38	4	2	0	4	2	0	1	1	1	38	0	0	1.096663	183.3465	117	163.7943	115.4962
3	17.03329	CountSuits	2.684819	8	1	4.758121	38	9	1	1	9	1	1	1	1	1	38	0	0	1.110512	183.3465	126	159.8848	124.3421
4	21.68886	CountSuits	2.6873	8	1	4.655571	38	3	1	1	3	1	1	1	1	1	38	0	0	1.043699	183.3465	-153	165.1724	-154.6223
5	26.60234	CountSuits	2.69547	8	1	4.913477	38	6	1	1	6	1	1	1	1	1	37	0	0	1.523493	183.3465	-108	207.6536	-101.236
6	31.25676	CountSuits	2.660934	8	1	4.654419	38	6	0	0	6	0	0	1	1	1	38	0	0	1.001009	183.3465	80.99998	142.67	86.4853
7	36.87373	CountSuits	2.673586	8	1	5.616968	38	8	1	1	8	1	1	1	1	1	37	0	0	1.805764	183.3465	171	152.5029	168.3072
8	41.47696	CountSuits	2.632777	8	1	4.603233	37	6	0	0	6	0	0	1	1	1	39	0	0	0.9656121	183.3465	-144	178.0834	-147.603
9	46.39798	CountSuits	2.647712	8	1	4.921017	38	3	1	1	3	1	1	1	1	1	38	0	0	1.295318	183.3465	171	169.5196	168.5633
10	50.71677	CountSuits	2.643175	8	1	4.318794	38	6	3	1	6	3	1	1	1	1	39	0	0	0.927732	183.3465	126	145.2732	127.5817
11	55.82588	CountSuits	2.656172	8	1	5.109112	38	8	0	0	8	0	0	1	1	1	38	0	0	1.444418	183.3465	-144	176.7737	-145.4002
12	60.83805	CountSuits	2.645473	8	1	5.012165	38	5	3	1	5	3	1	1	1	1	38	0	0	1.199022	183.3465	80.99998	197.9053	83.3364
