	Game								Objective			Choice			Points				Time To			Objective Pos		Choice Pos	
Choice	Time	Mode	Speed	N cards	Match	Turn Time	Precision	Choice changed	Value	Suit	Color	Value	Suit	Color	Value	Suit	Color	Total	Play	Memorize	Choose	Magnitude	Angle	Magnitude	Angle
0	4.113284	MultiSuits	2.3688	8	1	4.113284	0	0	4	0	0	4	0	0	1	1	1	36	0.5303491	0	2.03565	189.0761	99.00003	158.6232	99.62161
1	10.87284	MultiSuits	2.232175	8	1	6.759552	36	0	9	2	0	9	2	0	1	1	1	39	0.5647591	0	0.980914	189.0761	89.99999	166.053	82.78683
2	17.62116	MultiSuits	2.495859	8	1	6.748324	37	0.7450711	9	0	0	9	0	0	1	1	1	37	0.5135668	0	1.954687	189.0761	89.99999	169.318	89.6489
3	24.22493	MultiSuits	2.421458	8	1	6.603771	37	0	6	0	0	6	0	0	1	1	1	38	0.5301344	0	1.46579	189.0761	-27	185.6599	-34.54983
4	31.46853	MultiSuits	2.44537	8	1	7.243595	37	0	2	2	0	2	2	0	1	1	1	35	0.5174398	0	2.576381	189.0761	144	166.8475	150.9984
5	38.18496	MultiSuits	2.348658	8	1	6.716436	37	0	9	0	0	9	0	0	1	1	1	37	0.5326605	0	1.963251	189.0761	72.00002	167.8688	79.3382
6	44.43581	MultiSuits	2.335277	8	1	6.250847	37	0	9	3	1	9	3	1	1	1	1	38	0.5477898	0	1.360124	189.0761	-117	160.7844	-112.3471
7	52.49578	MultiSuits	2.3688	8	1	8.059975	37	0	0	1	1	0	1	1	1	1	1	34	0.7510798	0	3.093257	189.0761	-36	178.224	-48.84969
8	59.13984	MultiSuits	2.285622	8	1	6.644051	36	0	0	1	1	0	1	1	1	1	1	37	0.549141	0	1.576494	189.0761	-90	168.905	-96.58405
