Time	Message
0.01652252	Jogo executando - Esperando jogador ler
0.03694405	Jogo executando - Esperando jogador iniciar
2.697235	Jogo executando - Esperando jogador escolher
4.861379	Jogo executando - Escolha certa
5.942422	Jogo executando - Turno terminando
7.003047	Jogo executando - Novo turno
7.019558	Jogo executando - Esperando jogador ler
7.035821	Jogo executando - Esperando jogador iniciar
8.510262	Jogo executando - Esperando jogador escolher
11.64783	Jogo executando - Escolha certa
12.847	Jogo executando - Turno terminando
14.01672	Jogo executando - Novo turno
14.03374	Jogo executando - Esperando jogador ler
14.05108	Jogo executando - Esperando jogador iniciar
15.92952	Jogo executando - Esperando jogador escolher
17.99836	Jogo executando - Escolha certa
19.14655	Jogo executando - Turno terminando
20.27506	Jogo executando - Novo turno
20.29163	Jogo executando - Esperando jogador ler
20.31515	Jogo executando - Esperando jogador iniciar
21.99142	Jogo executando - Esperando jogador escolher
23.63538	Jogo executando - Escolha certa
24.72878	Jogo executando - Turno terminando
25.80634	Jogo executando - Novo turno
25.82247	Jogo executando - Esperando jogador ler
25.83988	Jogo executando - Esperando jogador iniciar
27.44708	Jogo executando - Esperando jogador escolher
31.05437	Jogo executando - Escolha certa
32.21637	Jogo executando - Turno terminando
33.37138	Jogo executando - Novo turno
33.38826	Jogo executando - Esperando jogador ler
33.40451	Jogo executando - Esperando jogador iniciar
35.34231	Jogo executando - Esperando jogador escolher
37.91372	Jogo executando - Escolha certa
39.08192	Jogo executando - Turno terminando
40.23553	Jogo executando - Novo turno
40.25199	Jogo executando - Esperando jogador ler
40.26856	Jogo executando - Esperando jogador iniciar
41.87984	Jogo executando - Esperando jogador escolher
44.47135	Jogo executando - Escolha certa
45.64958	Jogo executando - Turno terminando
46.79992	Jogo executando - Novo turno
46.81647	Jogo executando - Esperando jogador ler
46.83304	Jogo executando - Esperando jogador iniciar
48.76884	Jogo executando - Esperando jogador escolher
50.82174	Jogo executando - Escolha certa
51.98569	Jogo executando - Turno terminando
53.12662	Jogo executando - Novo turno
53.14318	Jogo executando - Esperando jogador ler
53.15975	Jogo executando - Esperando jogador iniciar
54.75288	Jogo executando - Esperando jogador escolher
56.97272	Jogo executando - Escolha certa
58.12469	Jogo executando - Turno terminando
59.25777	Jogo executando - Novo turno
59.27434	Jogo executando - Esperando jogador ler
59.29091	Jogo executando - Esperando jogador iniciar
61.08821	Jogo executando - Esperando jogador escolher
63.3917	Jogo executando - Escolha certa
64.53479	Jogo executando - Turno terminando
