	Game							Objective			Choice			Points				Time To			Objective Pos		Choice Pos	
Choice	Time	Mode	Speed	N cards	Match	Turn Time	Precision	Value	Suit	Color	Value	Suit	Color	Value	Suit	Color	Total	Play	Memorize	Choose	Magnitude	Angle	Magnitude	Angle
0	1.006443	Basic	2.399545	8	1	1.006443	0	7	1	1	7	1	1	1	1	1	36	0.2536933	0	2.407783	171.8873	-115.7143	177.7417	-118.57
1	7.161805	Basic	2.046108	8	1	6.155362	36	0	3	1	0	3	1	1	1	1	37	0.09677161	0	1.747114	171.8873	-81	138.9735	-80.87554
2	12.7694	Basic	2.211276	8	1	5.6076	36	4	3	1	4	3	1	1	1	1	38	0.1802522	0	1.007931	171.8874	-153	171.6667	-148.1803
3	18.24677	Basic	2.389529	8	1	5.477365	37	2	3	1	2	3	1	1	1	1	37	0	0	1.839394	171.8874	-53.99998	159.5578	-68.7934
4	23.68139	Basic	2.374722	8	1	5.434616	37	1	3	1	1	3	1	1	1	1	37	0.03272446	0	1.570393	171.8874	-27	132.6288	-27.98574
5	29.86806	Basic	2.392739	8	1	6.18667	37	2	1	1	2	1	1	1	1	1	36	0.145642	0	2.124818	171.8873	-126	156.4651	-133.1655
6	35.41847	Basic	2.358547	8	1	5.550417	36	2	3	1	2	3	1	1	1	1	38	0.1084055	0	1.046426	171.8874	72	154.1473	77.21735
7	42.2454	Basic	2.411153	8	1	6.826931	37	1	0	0	1	0	0	1	1	1	36	0.4291251	0	2.073502	171.8873	-144	193.6779	-159.7713
