	Game								Objective			Choice			Points				Time To			Objective Pos		Choice Pos	
Choice	Time	Mode	Speed	N cards	Match	Turn Time	Precision	Choice changed	Value	Suit	Color	Value	Suit	Color	Value	Suit	Color	Total	Play	Memorize	Choose	Magnitude	Angle	Magnitude	Angle
0	5.096974	Basic	2.35315	8	1	5.096974	0	0	6	2	0	6	2	0	1	1	1	36	0.5467042	0	2.46736	189.0761	-18	206.0864	-13.93261
1	12.53877	Basic	2.01632	8	1	7.441793	36	0	9	0	0	9	0	0	1	1	1	38	0.6222845	0	1.325279	189.0761	1.001791E-05	159.7772	0.4037954
2	18.91628	Basic	2.30184	8	1	6.377514	37	0	2	0	0	2	0	0	1	1	1	37	0.5468195	0	1.530631	189.0761	-162	178.8939	-175.1619
3	24.81443	Basic	2.362788	8	1	5.898149	37	0	3	0	0	3	0	0	1	1	1	38	0.5412578	0	1.184987	189.0761	162	174.5788	172.8123
4	32.50808	Basic	2.436468	8	1	7.693649	37	0.3637857	5	2	0	5	2	0	1	1	1	35	0.5224286	0	2.606186	189.0761	-80.99999	172.396	-79.6313
5	39.34187	Basic	2.338556	8	1	6.83379	36	0	5	0	0	5	0	0	1	1	1	37	0.5484139	0	1.642157	189.0761	45	133.6497	43.48604
6	46.21059	Basic	2.353617	8	1	6.868721	36	0	4	0	0	4	0	0	1	1	1	36	0.5467033	0	2.111357	189.0761	108	160.3729	105.1384
7	53.7651	Basic	2.33086	8	1	7.554512	36	0.7726932	9	3	1	9	3	1	1	1	1	35	0.5397557	0	2.763951	189.0761	54	157.7558	58.59836
8	60.82434	Basic	2.273006	8	1	7.059238	36	0	3	0	0	3	0	0	1	1	1	36	0.5632689	0	2.16675	189.0761	17.99999	165.5589	24.87284
